-50.0000,-0.0000
-49.3844,-7.8217
-47.5528,-15.4508
-44.5503,-22.6995
-40.4508,-29.3893
-35.3553,-35.3553
-29.3893,-40.4508
-22.6995,-44.5503
-15.4508,-47.5528
-7.8217,-49.3844
-0.0000,-50.0000
7.8217,-49.3844
15.4508,-47.5528
22.6995,-44.5503
29.3893,-40.4508
35.3553,-35.3553
40.4508,-29.3893
44.5503,-22.6995
47.5528,-15.4508
49.3844,-7.8217
50.0000,-0.0000
